Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2020,CO,Full-Service Providers,12.36,10.29,7.48,8.64,NA,10.27
2020,CT,Full-Service Providers,21.85,15.04,10.24,13.37,NA,19.44
2020,DC,Full-Service Providers,11.79,12.30,0.00,0.00,NA,11.96
2020,DE,Full-Service Providers,12.42,11.68,9.14,0.00,NA,11.83
2020,FL,Full-Service Providers,11.27,8.85,7.15,7.69,NA,10.06
2020,GA,Full-Service Providers,12.02,10.08,5.77,5.39,NA,9.93
2020,HI,Full-Service Providers,30.28,28.41,24.45,0.00,NA,27.55
2020,IA,Full-Service Providers,12.46,9.96,6.43,0.00,NA,8.97
2020,ID,Full-Service Providers,9.95,7.75,6.23,0.00,NA,7.99
2020,IL,Full-Service Providers,12.70,10.29,7.40,0.00,NA,11.49
2020,IN,Full-Service Providers,12.83,11.21,6.98,10.21,NA,9.92
2020,KS,Full-Service Providers,12.85,10.40,7.30,0.00,NA,10.38
2020,KY,Full-Service Providers,10.87,10.34,5.31,0.00,NA,8.58
2020,LA,Full-Service Providers,9.67,8.85,4.88,8.77,NA,7.51
2020,MA,Full-Service Providers,20.70,15.08,13.43,0.00,NA,18.30
2020,MD,Full-Service Providers,12.63,11.25,9.29,0.00,NA,12.29
2020,ME,Full-Service Providers,16.43,13.56,9.47,0.00,NA,15.32
2020,MI,Full-Service Providers,16.26,12.11,7.56,11.39,NA,12.70
2020,MN,Full-Service Providers,13.17,10.43,7.67,9.40,NA,10.57
2020,MO,Full-Service Providers,11.22,8.93,6.84,7.84,NA,9.64
2020,MS,Full-Service Providers,11.17,10.38,5.63,0.00,NA,9.13
2020,MT,Full-Service Providers,11.24,10.70,8.01,0.00,NA,10.55
2020,NC,Full-Service Providers,11.38,8.69,6.31,7.67,NA,9.43
2020,ND,Full-Service Providers,10.44,9.02,7.26,0.00,NA,8.53
2020,NE,Full-Service Providers,10.80,8.89,7.38,0.00,NA,8.97
2020,NH,Full-Service Providers,18.50,15.69,12.21,0.00,NA,17.59
2020,NJ,Full-Service Providers,15.95,12.76,7.86,9.90,NA,14.55
2020,NM,Full-Service Providers,12.94,10.28,5.58,0.00,NA,9.33
2020,NV,Full-Service Providers,11.34,8.35,6.12,8.84,NA,8.95
2020,NY,Full-Service Providers,17.84,16.35,5.24,14.12,NA,16.78
2020,OH,Full-Service Providers,12.24,11.59,8.80,7.48,NA,11.51
2020,OK,Full-Service Providers,10.12,7.82,4.61,0.00,NA,7.63
2020,OR,Full-Service Providers,11.17,9.18,5.82,9.46,NA,9.03
2020,PA,Full-Service Providers,12.89,10.33,7.19,0.00,NA,12.13
2020,RI,Full-Service Providers,21.75,15.66,18.70,0.00,NA,20.00
2020,SC,Full-Service Providers,12.78,10.35,5.98,0.00,NA,9.90
2020,SD,Full-Service Providers,11.75,9.65,7.79,0.00,NA,10.06
2020,TN,Full-Service Providers,10.76,10.56,5.33,0.00,NA,9.52
2020,TX,Full-Service Providers,11.71,7.60,5.07,6.52,NA,8.36
2020,UT,Full-Service Providers,10.44,8.27,5.90,10.69,NA,8.27
2020,VA,Full-Service Providers,12.03,7.72,6.40,8.77,NA,9.29
2020,VT,Full-Service Providers,19.54,16.39,11.20,0.00,NA,16.33
2020,WA,Full-Service Providers,9.87,8.96,5.27,9.93,NA,8.47
2020,WI,Full-Service Providers,14.32,10.75,7.29,14.64,NA,10.82
2020,WV,Full-Service Providers,11.80,9.40,6.09,0.00,NA,8.75
2020,WY,Full-Service Providers,11.11,9.65,6.88,0.00,NA,8.27
2020,US,Full-Service Providers,12.81,10.27,6.60,10.53,NA,10.46
2020,CA,Restructured Retail Service Providers,22.41,17.89,12.90,6.14,NA,18.35
2020,CT,Restructured Retail Service Providers,25.37,17.26,14.33,13.24,NA,18.80
2020,DC,Restructured Retail Service Providers,15.42,11.78,7.99,9.60,NA,11.87
2020,DE,Restructured Retail Service Providers,14.64,7.77,4.68,0.00,NA,7.47
2020,IL,Restructured Retail Service Providers,13.73,8.59,6.60,6.56,NA,8.67
2020,MA,Restructured Retail Service Providers,23.70,16.32,15.13,6.24,NA,18.13
2020,MD,Restructured Retail Service Providers,14.81,9.24,7.61,7.79,NA,9.96
2020,ME,Restructured Retail Service Providers,20.25,11.85,8.77,0.00,NA,11.28
2020,MI,Restructured Retail Service Providers,0.00,8.06,5.75,0.00,NA,6.76
2020,MT,Restructured Retail Service Providers,11.43,4.53,3.42,0.00,NA,3.47
2020,NH,Restructured Retail Service Providers,21.98,15.28,13.24,0.00,NA,15.60
2020,NJ,Restructured Retail Service Providers,16.58,12.12,10.87,8.84,NA,12.45
2020,NV,Restructured Retail Service Providers,0.00,5.16,2.52,0.00,NA,4.28
2020,NY,Restructured Retail Service Providers,21.50,13.47,5.61,11.89,NA,12.72
2020,OH,Restructured Retail Service Providers,12.34,9.02,5.63,6.55,NA,8.51
2020,OR,Restructured Retail Service Providers,0.00,6.29,4.75,0.00,NA,5.29
2020,PA,Restructured Retail Service Providers,15.27,7.86,6.10,8.58,NA,8.29
2020,RI,Restructured Retail Service Providers,24.53,16.08,15.08,22.23,NA,16.70
2020,VA,Restructured Retail Service Providers,0.00,6.23,4.91,0.00,NA,5.81
2020,WA,Restructured Retail Service Providers,0.00,5.32,3.00,0.00,NA,3.33
2020,US,Restructured Retail Service Providers,17.39,11.84,6.98,9.68,NA,11.33
2020,CA,Energy-Only Providers,7.99,6.70,5.89,4.25,NA,6.95
2020,CT,Energy-Only Providers,9.72,8.07,7.22,4.18,NA,8.34
2020,DC,Energy-Only Providers,10.61,6.46,6.39,5.90,NA,6.77
2020,DE,Energy-Only Providers,8.94,5.50,3.99,0.00,NA,5.36
2020,IL,Energy-Only Providers,7.71,5.51,5.01,4.94,NA,5.70
2020,MA,Energy-Only Providers,11.99,9.42,9.05,5.24,NA,10.05
2020,MD,Energy-Only Providers,9.19,5.66,5.31,5.95,NA,6.22
2020,ME,Energy-Only Providers,11.17,6.69,5.63,0.00,NA,6.65
2020,MI,Energy-Only Providers,0.00,5.72,5.03,0.00,NA,5.33
2020,MT,Energy-Only Providers,7.14,1.98,2.89,0.00,NA,2.85
2020,NH,Energy-Only Providers,11.41,7.38,7.09,0.00,NA,7.87
2020,NJ,Energy-Only Providers,11.80,7.95,7.37,6.92,NA,8.33
2020,NV,Energy-Only Providers,0.00,4.15,2.40,0.00,NA,3.57
2020,NY,Energy-Only Providers,9.13,6.14,3.67,7.01,NA,6.00
2020,OH,Energy-Only Providers,5.86,4.51,4.07,4.37,NA,4.67
2020,OR,Energy-Only Providers,0.00,3.31,3.06,0.00,NA,3.15
2020,PA,Energy-Only Providers,8.81,5.53,5.06,6.63,NA,5.88
2020,RI,Energy-Only Providers,12.64,7.72,7.20,11.24,NA,8.09
2020,VA,Energy-Only Providers,0.00,5.20,4.63,0.00,NA,5.02
2020,WA,Energy-Only Providers,0.00,2.51,2.43,0.00,NA,2.44
2020,US,Energy-Only Providers,8.29,6.23,4.89,6.29,NA,6.20
2020,CA,Delivery-Only Service,14.42,11.19,7.02,1.89,NA,11.40
2020,CT,Delivery-Only Service,15.65,9.19,7.10,9.06,NA,10.46
2020,DC,Delivery-Only Service,4.81,5.32,1.60,3.70,NA,5.10
2020,DE,Delivery-Only Service,5.71,2.27,0.69,0.00,NA,2.11
2020,IL,Delivery-Only Service,6.02,3.09,1.59,1.62,NA,2.98
2020,MA,Delivery-Only Service,11.71,6.90,6.07,0.99,NA,8.08
2020,MD,Delivery-Only Service,5.62,3.57,2.30,1.84,NA,3.75
2020,ME,Delivery-Only Service,9.08,5.16,3.14,0.00,NA,4.63
2020,MI,Delivery-Only Service,0.00,2.34,0.72,0.00,NA,1.43
2020,MT,Delivery-Only Service,4.29,2.56,0.53,0.00,NA,0.63
2020,NH,Delivery-Only Service,10.58,7.90,6.15,0.00,NA,7.72
2020,NJ,Delivery-Only Service,4.78,4.17,3.50,1.92,NA,4.13
2020,NV,Delivery-Only Service,0.00,1.00,0.12,0.00,NA,0.71
2020,NY,Delivery-Only Service,12.37,7.34,1.94,4.88,NA,6.72
2020,OH,Delivery-Only Service,6.48,4.51,1.56,2.19,NA,3.83
2020,OR,Delivery-Only Service,0.00,2.98,1.69,0.00,NA,2.14
2020,PA,Delivery-Only Service,6.46,2.34,1.04,1.96,NA,2.41
2020,RI,Delivery-Only Service,11.88,8.36,7.88,10.99,NA,8.61
2020,VA,Delivery-Only Service,0.00,1.03,0.28,0.00,NA,0.79
2020,WA,Delivery-Only Service,0.00,2.80,0.57,0.00,NA,0.89
2020,US,Delivery-Only Service,9.10,5.61,2.09,3.40,NA,5.13
2019,AK,Total Electric Industry,22.92,19.80,16.94,0.00,NA,20.22
2019,AL,Total Electric Industry,12.53,11.52,5.95,0.00,NA,9.83
2019,AR,Total Electric Industry,9.80,8.78,6.13,11.73,NA,8.22
2019,AZ,Total Electric Industry,12.43,10.25,6.28,9.68,NA,10.52
2019,CA,Total Electric Industry,19.15,16.67,13.40,8.91,NA,16.89
2019,CO,Total Electric Industry,12.18,10.43,7.40,8.70,NA,10.17
2019,CT,Total Electric Industry,21.87,16.75,13.44,13.69,NA,18.66
2019,DC,Total Electric Industry,12.98,12.26,8.22,9.50,NA,12.27
2019,DE,Total Electric Industry,12.55,9.53,7.70,0.00,NA,10.52
2019,FL,Total Electric Industry,11.70,9.27,7.65,8.32,NA,10.44
2019,GA,Total Electric Industry,11.76,10.02,6.17,5.85,NA,9.86
2019,HI,Total Electric Industry,32.06,29.23,25.76,0.00,NA,28.72
2019,IA,Total Electric Industry,12.46,9.99,6.60,0.00,NA,9.08
2019,ID,Total Electric Industry,9.89,7.67,6.08,0.00,NA,7.89
2019,IL,Total Electric Industry,13.03,9.08,6.52,6.91,NA,9.56
2019,IN,Total Electric Industry,12.58,11.03,7.36,10.76,NA,9.91
2019,KS,Total Electric Industry,12.71,10.29,7.35,0.00,NA,10.26
2019,KY,Total Electric Industry,10.80,10.15,5.57,0.00,NA,8.61
2019,LA,Total Electric Industry,9.80,8.91,5.23,9.08,NA,7.71
2019,MA,Total Electric Industry,21.92,16.80,14.76,6.15,NA,18.40
2019,MD,Total Electric Industry,13.12,9.97,7.80,7.37,NA,11.24
2019,ME,Total Electric Industry,17.89,12.83,9.22,0.00,NA,14.04
2019,MI,Total Electric Industry,15.74,11.39,7.07,10.56,NA,11.56
2019,MN,Total Electric Industry,13.04,10.34,7.53,9.49,NA,10.33
2019,MO,Total Electric Industry,11.14,9.07,7.11,7.89,NA,9.68
2019,MS,Total Electric Industry,11.27,10.52,5.85,0.00,NA,9.28
2019,MT,Total Electric Industry,11.13,10.41,5.45,0.00,NA,9.02
2019,NC,Total Electric Industry,11.42,8.81,6.30,8.20,NA,9.45
2019,ND,Total Electric Industry,10.30,9.01,7.94,0.00,NA,8.85
2019,NE,Total Electric Industry,10.77,8.85,7.65,0.00,NA,9.08
2019,NH,Total Electric Industry,20.05,15.93,13.09,0.00,NA,17.15
2019,NJ,Total Electric Industry,15.85,12.23,10.16,8.80,NA,13.42
2019,NM,Total Electric Industry,12.51,9.79,5.48,0.00,NA,8.99
2019,NV,Total Electric Industry,12.00,8.04,6.14,8.51,NA,8.78
2019,NY,Total Electric Industry,17.94,14.06,5.61,12.28,NA,14.34
2019,OH,Total Electric Industry,12.38,9.72,6.55,6.83,NA,9.58
2019,OK,Total Electric Industry,10.21,7.98,5.07,0.00,NA,7.86
2019,OR,Total Electric Industry,11.01,8.85,5.86,9.14,NA,8.81
2019,PA,Total Electric Industry,13.80,8.71,6.41,7.26,NA,9.81
2019,RI,Total Electric Industry,21.73,16.38,15.59,18.49,NA,18.49
2019,SC,Total Electric Industry,12.99,10.58,6.11,0.00,NA,10.02
2019,SD,Total Electric Industry,11.55,9.59,7.81,0.00,NA,9.96
2019,TN,Total Electric Industry,10.87,10.65,5.68,0.00,NA,9.69
2019,TX,Total Electric Industry,11.76,8.06,5.45,6.44,NA,8.60
2019,UT,Total Electric Industry,10.40,8.26,5.98,10.62,NA,8.24
2019,VA,Total Electric Industry,12.07,8.18,6.85,8.27,NA,9.52
2019,VT,Total Electric Industry,17.71,15.98,11.05,0.00,NA,15.36
2019,WA,Total Electric Industry,9.71,8.75,4.80,9.45,NA,8.04
2019,WI,Total Electric Industry,14.18,10.72,7.31,13.85,NA,10.66
2019,WV,Total Electric Industry,11.25,9.16,6.02,0.00,NA,8.49
2019,WY,Total Electric Industry,11.18,9.64,6.73,0.00,NA,8.10
2019,US,Total Electric Industry,13.01,10.68,6.81,9.66,NA,10.54
2019,AK,Full-Service Providers,22.92,19.80,16.94,0.00,NA,20.22
2019,AL,Full-Service Providers,12.53,11.52,5.95,0.00,NA,9.83
2019,AR,Full-Service Providers,9.80,8.78,6.13,11.73,NA,8.22
2019,AZ,Full-Service Providers,12.43,10.25,6.28,9.68,NA,10.52
2019,CA,Full-Service Providers,18.70,16.62,13.88,13.08,NA,16.89
2019,CO,Full-Service Providers,12.18,10.43,7.40,8.70,NA,10.17
2019,CT,Full-Service Providers,21.44,16.63,11.11,13.69,NA,19.55
2019,DC,Full-Service Providers,12.17,12.75,0.00,0.00,NA,12.38
2019,DE,Full-Service Providers,12.42,11.64,9.63,0.00,NA,11.88
2019,FL,Full-Service Providers,11.70,9.27,7.65,8.32,NA,10.44
2019,GA,Full-Service Providers,11.76,10.02,6.17,5.85,NA,9.86
2019,HI,Full-Service Providers,32.06,29.23,25.76,0.00,NA,28.72
2019,IA,Full-Service Providers,12.46,9.99,6.60,0.00,NA,9.08
2019,ID,Full-Service Providers,9.89,7.67,6.08,0.00,NA,7.89
2019,IL,Full-Service Providers,12.66,10.08,7.49,0.00,NA,11.31
2019,IN,Full-Service Providers,12.58,11.03,7.36,10.76,NA,9.91
2019,KS,Full-Service Providers,12.71,10.29,7.35,0.00,NA,10.26
2019,KY,Full-Service Providers,10.80,10.15,5.57,0.00,NA,8.61
2019,LA,Full-Service Providers,9.80,8.91,5.23,9.08,NA,7.71
2019,MA,Full-Service Providers,20.76,17.11,13.85,0.00,NA,18.78
2019,MD,Full-Service Providers,12.72,11.30,9.17,0.00,NA,12.33
2019,ME,Full-Service Providers,17.60,14.14,10.19,0.00,NA,16.17
2019,MI,Full-Service Providers,15.74,11.83,7.34,10.56,NA,12.04
2019,MN,Full-Service Providers,13.04,10.34,7.53,9.49,NA,10.33
2019,MO,Full-Service Providers,11.14,9.07,7.11,7.89,NA,9.68
2019,MS,Full-Service Providers,11.27,10.52,5.85,0.00,NA,9.28
2019,MT,Full-Service Providers,11.13,10.55,7.96,0.00,NA,10.42
2019,NC,Full-Service Providers,11.42,8.81,6.30,8.20,NA,9.45
2019,ND,Full-Service Providers,10.30,9.01,7.94,0.00,NA,8.85
2019,NE,Full-Service Providers,10.77,8.85,7.65,0.00,NA,9.08
2019,NH,Full-Service Providers,19.63,16.49,12.60,0.00,NA,18.53
2019,NJ,Full-Service Providers,15.68,12.61,8.49,9.59,NA,14.32
2019,NM,Full-Service Providers,12.51,9.79,5.48,0.00,NA,8.99
2019,NV,Full-Service Providers,12.00,8.97,6.64,8.51,NA,9.40
2019,NY,Full-Service Providers,17.40,15.67,5.32,13.42,NA,16.21
2019,OH,Full-Service Providers,12.19,11.37,8.74,7.17,NA,11.38
2019,OK,Full-Service Providers,10.21,7.98,5.07,0.00,NA,7.86
2019,OR,Full-Service Providers,11.01,8.98,5.91,9.14,NA,8.97
2019,PA,Full-Service Providers,13.07,10.50,7.01,0.00,NA,12.23
2019,RI,Full-Service Providers,21.45,17.26,18.77,0.00,NA,20.10
2019,SC,Full-Service Providers,12.99,10.58,6.11,0.00,NA,10.02
2019,SD,Full-Service Providers,11.55,9.59,7.81,0.00,NA,9.96
2019,TN,Full-Service Providers,10.87,10.65,5.68,0.00,NA,9.69
2019,TX,Full-Service Providers,11.76,8.06,5.45,6.44,NA,8.60
2019,UT,Full-Service Providers,10.40,8.26,5.98,10.62,NA,8.24
2019,VA,Full-Service Providers,12.07,8.21,6.93,8.27,NA,9.57
2019,VT,Full-Service Providers,17.71,15.98,11.05,0.00,NA,15.36
2019,WA,Full-Service Providers,9.71,8.78,4.92,9.45,NA,8.16
2019,WI,Full-Service Providers,14.18,10.72,7.31,13.85,NA,10.66
2019,WV,Full-Service Providers,11.25,9.16,6.02,0.00,NA,8.49
2019,WY,Full-Service Providers,11.18,9.64,6.73,0.00,NA,8.10
2019,US,Full-Service Providers,12.72,10.39,6.75,10.20,NA,10.44
2019,CA,Restructured Retail Service Providers,20.87,16.80,12.20,5.23,NA,16.90
2019,CT,Restructured Retail Service Providers,23.16,16.79,14.32,13.69,NA,17.80
2019,DC,Restructured Retail Service Providers,15.68,12.18,8.22,9.50,NA,12.23
2019,DE,Restructured Retail Service Providers,14.59,8.26,6.06,0.00,NA,8.13
2019,IL,Restructured Retail Service Providers,13.69,8.61,6.39,6.91,NA,8.56
2019,MA,Restructured Retail Service Providers,23.71,16.68,15.33,6.15,NA,18.14
2019,MD,Restructured Retail Service Providers,14.92,9.54,7.60,7.37,NA,10.16
2019,ME,Restructured Retail Service Providers,20.15,11.71,9.08,0.00,NA,11.38
2019,MI,Restructured Retail Service Providers,15.95,7.53,5.74,0.00,NA,6.52
2019,MT,Restructured Retail Service Providers,11.43,5.72,4.06,0.00,NA,4.12
2019,NH,Restructured Retail Service Providers,22.04,15.68,13.16,0.00,NA,15.81
2019,NJ,Restructured Retail Service Providers,17.10,12.03,10.79,8.60,NA,12.34
2019,NV,Restructured Retail Service Providers,0.00,5.27,2.76,0.00,NA,4.39
2019,NY,Restructured Retail Service Providers,20.96,13.15,5.68,12.17,NA,12.46
2019,OH,Restructured Retail Service Providers,12.59,9.31,6.11,6.81,NA,8.78
2019,OR,Restructured Retail Service Providers,0.00,6.78,5.44,0.00,NA,5.93
2019,PA,Restructured Retail Service Providers,15.47,8.13,6.37,7.26,NA,8.52
2019,RI,Restructured Retail Service Providers,24.18,15.95,14.77,18.49,NA,16.54
2019,VA,Restructured Retail Service Providers,0.00,5.52,5.77,0.00,NA,5.69
2019,WA,Restructured Retail Service Providers,0.00,5.68,3.54,0.00,NA,3.76
2019,US,Restructured Retail Service Providers,16.84,11.75,7.09,9.49,NA,11.12
2019,CA,Energy-Only Providers,7.53,6.74,5.89,3.58,NA,6.76
2019,CT,Energy-Only Providers,10.28,8.59,7.88,8.85,NA,8.85
2019,DC,Energy-Only Providers,11.04,6.81,6.68,6.09,NA,7.09
2019,DE,Energy-Only Providers,9.08,6.01,5.34,0.00,NA,6.05
2019,IL,Energy-Only Providers,7.68,5.67,4.82,5.21,NA,5.67
2019,MA,Energy-Only Providers,12.39,9.93,9.29,5.23,NA,10.41
2019,MD,Energy-Only Providers,9.51,6.08,5.60,5.74,NA,6.57
2019,ME,Energy-Only Providers,11.65,7.17,6.25,0.00,NA,7.22
2019,MI,Energy-Only Providers,8.93,5.49,5.15,0.00,NA,5.30
2019,MT,Energy-Only Providers,5.71,3.20,3.57,0.00,NA,3.56
2019,NH,Energy-Only Providers,11.73,8.12,7.60,0.00,NA,8.48
2019,NJ,Energy-Only Providers,12.33,8.06,7.47,6.86,NA,8.41
2019,NV,Energy-Only Providers,0.00,4.09,2.62,0.00,NA,3.57
2019,NY,Energy-Only Providers,9.15,6.41,3.86,7.20,NA,6.22
2019,OH,Energy-Only Providers,6.12,4.91,4.54,4.78,NA,5.05
2019,OR,Energy-Only Providers,0.00,3.92,3.82,0.00,NA,3.86
2019,PA,Energy-Only Providers,8.97,5.82,5.37,5.70,NA,6.14
2019,RI,Energy-Only Providers,13.33,8.45,7.87,9.72,NA,8.82
2019,VA,Energy-Only Providers,0.00,4.91,5.50,0.00,NA,5.31
2019,WA,Energy-Only Providers,0.00,2.76,2.94,0.00,NA,2.92
2019,US,Energy-Only Providers,8.35,6.52,5.11,6.25,NA,6.39
2019,CA,Delivery-Only Service,13.34,10.06,6.31,1.65,NA,10.14
2019,CT,Delivery-Only Service,12.88,8.20,6.43,4.84,NA,8.95
2019,DC,Delivery-Only Service,4.64,5.37,1.55,3.40,NA,5.14
2019,DE,Delivery-Only Service,5.52,2.25,0.73,0.00,NA,2.08
2019,IL,Delivery-Only Service,6.01,2.93,1.57,1.69,NA,2.89
2019,MA,Delivery-Only Service,11.32,6.75,6.04,0.92,NA,7.73
2019,MD,Delivery-Only Service,5.41,3.46,2.00,1.63,NA,3.59
2019,ME,Delivery-Only Service,8.50,4.54,2.83,0.00,NA,4.16
2019,MI,Delivery-Only Service,7.02,2.04,0.59,0.00,NA,1.22
2019,MT,Delivery-Only Service,5.71,2.52,0.48,0.00,NA,0.57
2019,NH,Delivery-Only Service,10.32,7.56,5.55,0.00,NA,7.33
2019,NJ,Delivery-Only Service,4.77,3.97,3.33,1.74,NA,3.94
2019,NV,Delivery-Only Service,0.00,1.18,0.14,0.00,NA,0.82
2019,NY,Delivery-Only Service,11.81,6.74,1.82,4.97,NA,6.24
2019,OH,Delivery-Only Service,6.47,4.39,1.56,2.03,NA,3.73
2019,OR,Delivery-Only Service,0.00,2.86,1.62,0.00,NA,2.08
2019,PA,Delivery-Only Service,6.50,2.31,1.00,1.56,NA,2.38
2019,RI,Delivery-Only Service,10.85,7.50,6.90,8.77,NA,7.72
2019,VA,Delivery-Only Service,0.00,0.61,0.28,0.00,NA,0.38
2019,WA,Delivery-Only Service,0.00,2.92,0.60,0.00,NA,0.84
2019,US,Delivery-Only Service,8.48,5.24,1.98,3.24,NA,4.73
2018,AK,Total Electric Industry,21.94,18.58,17.10,0.00,NA,19.36
2018,AL,Total Electric Industry,12.18,11.24,6.01,0.00,NA,9.63
2018,AR,Total Electric Industry,9.81,7.75,5.64,11.35,NA,7.78
2018,AZ,Total Electric Industry,12.77,10.64,6.55,10.02,NA,10.85
2018,CA,Total Electric Industry,18.84,16.34,13.20,8.64,NA,16.58
2018,CO,Total Electric Industry,12.15,10.02,7.47,9.00,NA,10.02
2018,CT,Total Electric Industry,21.20,16.76,13.77,12.84,NA,18.41
2018,DC,Total Electric Industry,12.84,11.97,8.30,9.54,NA,12.03
2018,DE,Total Electric Industry,12.53,9.65,7.95,0.00,NA,10.55
2018,FL,Total Electric Industry,11.54,9.19,7.65,8.26,NA,10.32
2018,GA,Total Electric Industry,11.47,9.79,6.00,5.52,NA,9.62
2018,HI,Total Electric Industry,32.47,29.90,26.10,0.00,NA,29.18
2018,IA,Total Electric Industry,12.24,9.68,6.45,0.00,NA,8.92
2018,ID,Total Electric Industry,10.15,7.93,6.47,0.00,NA,8.17
2018,IL,Total Electric Industry,12.77,9.12,6.80,6.75,NA,9.60
2018,IN,Total Electric Industry,12.26,10.60,7.38,10.44,NA,9.75
2018,KS,Total Electric Industry,13.35,10.66,7.60,0.00,NA,10.72
2018,KY,Total Electric Industry,10.60,9.74,5.68,0.00,NA,8.52
2018,LA,Total Electric Industry,9.59,8.85,5.35,9.21,NA,7.71
2018,MA,Total Electric Industry,21.61,17.17,14.89,6.38,NA,18.50
2018,MD,Total Electric Industry,13.30,10.43,8.23,7.44,NA,11.57
2018,ME,Total Electric Industry,16.84,12.51,9.32,0.00,NA,13.44
2018,MI,Total Electric Industry,15.45,11.15,7.10,10.76,NA,11.40
2018,MN,Total Electric Industry,13.14,10.38,7.52,9.58,NA,10.37
2018,MO,Total Electric Industry,11.34,9.40,7.22,8.52,NA,9.93
